epoch,Accuracy,Dice Index,Jaccard Index,Sensitivity,Specificity,loss,val_Accuracy,val_Dice Index,val_Jaccard Index,val_Sensitivity,val_Specificity,val_loss
0,0.8555526326497386,0.46871355897677797,0.37717326135242324,0.45651208524276105,0.9678986238493776,0.10987626761198044,0.8565348307291668,0.5996529609385509,0.46853945570106675,0.8800891289094249,0.8954717627545701,0.10763098299503326
1,0.9099368693033856,0.7179368852646952,0.6061549481515114,0.7420065570035302,0.9730045296889657,0.0716770738363266,0.8890407986111112,0.655485099109928,0.5262226197951002,0.826882217073808,0.9450282144834706,0.08506739884614944
2,0.9177383626302074,0.7347894623027638,0.6252906467099799,0.7782684489756175,0.9729378048398614,0.06469505280256271,0.8964649793836804,0.6472868245409462,0.5349387531518999,0.6810005673198183,0.9801862994387799,0.07913495600223541
3,0.9217874755859378,0.7427671127450117,0.6346423393888496,0.7963007811861368,0.972427548941475,0.060591742396354675,0.8996023220486112,0.6709698185784119,0.5488436020120562,0.7878045782925515,0.9616123102997439,0.07486787438392639
4,0.9255883585611973,0.7513670369218535,0.6457630717402159,0.8071148916222709,0.9721900731909816,0.057256069034338,0.9020913357204864,0.6704843915295328,0.5552528864003343,0.7446863514958841,0.9732629523469036,0.07322627305984497
5,0.9279630940755209,0.7588071976643511,0.6532264238301552,0.8168988950839462,0.9727120970468093,0.055313076823949814,0.8945514594184029,0.6587395544014427,0.5293605003627022,0.8640015483600071,0.9334986377487873,0.07657255232334137
6,0.9293900451660162,0.7632562046059598,0.6598393606381322,0.8183787262999112,0.9721991991743908,0.05359485000371933,0.9042953830295137,0.6727712090089621,0.5685154133250003,0.7091645287302264,0.9805662571723159,0.07221445441246033
7,0.9315777994791653,0.770024408175637,0.6677663380041998,0.8232922620934584,0.9724400672019499,0.0517023541033268,0.9072962782118056,0.6937850579354137,0.576293473937735,0.7995306055927731,0.9620461855814038,0.06806635111570358
8,0.9334614054361994,0.7781631332149965,0.6780183580997832,0.8291115283892763,0.9729263979660501,0.05020938813686371,0.9080365668402783,0.6949448720829087,0.5902900953853973,0.7313394522499177,0.9794285245671162,0.06945357471704483
9,0.9354076436360669,0.7852885030425752,0.6871262670153634,0.830527877730443,0.9734937974961978,0.04877248778939247,0.9072656250000002,0.6952782979972328,0.5714074831228253,0.8431665032139727,0.9536641046859277,0.06812231987714767
10,0.9371395161946625,0.7876422015734054,0.690082775974081,0.8304414255276182,0.9738446415196339,0.047473397105932236,0.9090810818142361,0.7111111945043906,0.5952820529191368,0.8272942904515278,0.9546935628808018,0.06698231399059296
11,0.9383426615397121,0.7928628331128031,0.6967975998601544,0.8358429488204364,0.973430294177438,0.046338412910699844,0.9099446614583333,0.6952870779202658,0.5987491499088744,0.6918320077026816,0.9834430679432692,0.06875313818454742
12,0.9398431803385412,0.7979600122073984,0.7025107694537902,0.8369027445148034,0.974100998473935,0.045164309442043304,0.9133871799045139,0.7277410154739371,0.6195108913644016,0.8159196878424785,0.9630499277003537,0.0642361044883728
13,0.9399441426595067,0.800727392756859,0.7067069198699457,0.8404943838931439,0.9742654990655352,0.044993892312049866,0.9141445583767358,0.7319956140988098,0.6243734571241993,0.8179364951958902,0.9653131898838583,0.06382555514574051
14,0.9409257710774744,0.8041310814948122,0.7107753493110743,0.8415308548853672,0.9736949671319767,0.04411057382822037,0.9141791449652777,0.726932580975123,0.625923541473814,0.7585695785458161,0.9767699163898531,0.06505382806062698
15,0.9420886128743488,0.8070233305753726,0.7146440299654842,0.8431157002913554,0.9736355016518728,0.04311163350939751,0.9106471082899302,0.7169415672649927,0.5990949010523894,0.8544613568086497,0.9529646491210457,0.06574293971061707
16,0.942783498128255,0.8114503925846708,0.7198478798462145,0.8498268411477423,0.9737699730155378,0.04260003939270973,0.915277235243055,0.7216105642363705,0.6256722241117549,0.7453956918850908,0.9768592152769479,0.06410691887140274
17,0.9433069864908854,0.8128117197135719,0.7215389843897559,0.8484452735338535,0.9738546870774437,0.041986968368291855,0.9158190917968752,0.7281333571955062,0.6292468110683284,0.748183137702123,0.9768118655108645,0.06381089240312576
18,0.9430352783203125,0.8141472387968658,0.7230304342064952,0.8516925305866948,0.9734715341666481,0.042182013392448425,0.909992947048611,0.7203822167054796,0.6052760429960348,0.8689800212667219,0.9419599238729977,0.06531960517168045
19,0.9439954121907543,0.8138063924092926,0.7235376767046209,0.85374230336043,0.9738736510721993,0.04153155907988548,0.9117529296875002,0.6952423412511016,0.5975825856766144,0.6690647018562951,0.9869881267861329,0.068910613656044
20,0.9448813680013035,0.8188452543345444,0.7286979808441573,0.8559518660582787,0.9734675734871854,0.04066995531320572,0.9139229329427083,0.7315922587756492,0.6225948603982352,0.8521298885213152,0.952911594276164,0.0635618343949318
21,0.9452400817871105,0.8192511269961418,0.7304153045444316,0.8577619082569922,0.9736131712274768,0.04033483937382698,0.9141339789496528,0.7370755141912604,0.6294961535986907,0.8537224516426796,0.9516834982219698,0.06265395134687424
22,0.9457715861002598,0.8220323032567699,0.7333514824846382,0.8597779706859096,0.9733970694055284,0.03987138718366623,0.9187380642361114,0.7450043708755502,0.645434013163932,0.8121617435475975,0.9669887019568633,0.060563381761312485
23,0.9459523722330719,0.8209113448417771,0.7328282036968565,0.8578974700346974,0.9739593611328262,0.03975099325180054,0.9151395670572918,0.7339774642562127,0.6273108473223012,0.8426051486856362,0.9549967603658744,0.06257186830043793
24,0.9461134643554708,0.8242356115803314,0.7361035475835497,0.8612489227323425,0.9735189043782954,0.039647478610277176,0.9191050889756945,0.7423151401559374,0.644790407130804,0.7880916569139748,0.9719066732486107,0.06073349714279175
25,0.9468560892740889,0.8238725093773529,0.7359374384066101,0.8605403259349609,0.9738875345008372,0.03917894512414932,0.9196698676215282,0.7475340303547047,0.6517491480464782,0.7911926584634156,0.9722213378739522,0.06118936464190483
26,0.9473142395019518,0.8261887589675597,0.7387297521587051,0.8623258441955984,0.9739429720049833,0.03865380957722664,0.9144908311631942,0.7111557963793803,0.6194245760027657,0.7003788944459349,0.9860758892890203,0.0667969360947609
27,0.9479139709472661,0.8273027786698293,0.7404835237051256,0.8649399661840308,0.9738753923786438,0.03826380893588066,0.9185432942708334,0.7329633167394173,0.6407140965833188,0.754200252031346,0.9803186519815191,0.062307726591825485
28,0.9479518432617189,0.8271184345808258,0.7399800629115135,0.8640039581886897,0.9739464674699589,0.03803924471139908,0.9198573133680554,0.7529510707872448,0.653572224973813,0.8202725349742538,0.9691499250449636,0.0607803650200367
29,0.9486364746093748,0.8302419099344808,0.7437233946331243,0.8660427953151693,0.9739426898215531,0.03759143128991127,0.9200760904947919,0.7538340701082583,0.6558963872540006,0.8120294614804772,0.9672885345991401,0.05992088466882706
30,0.9482623799641906,0.8298464657859264,0.7440818445094295,0.8661221217941438,0.9741923353948372,0.038082610815763474,0.920040283203125,0.7451113480963067,0.6470317345685376,0.8015605929789061,0.9709037029596186,0.06035280227661133
31,0.9490895589192716,0.8298960973413421,0.7446896600167174,0.8671838866325797,0.9743301117257175,0.037263158708810806,0.9207436794704869,0.7513937545996193,0.6557882510575428,0.8056376373625873,0.9705757101899625,0.05918975919485092
32,0.9490548604329438,0.8307926331658876,0.7452681349838881,0.8669640175054817,0.9743767567334949,0.03728458657860756,0.9206971571180557,0.7542408553449863,0.6558541053678316,0.8227150698688998,0.9696247247442991,0.059919439256191254
33,0.9491450500488278,0.8335043420868394,0.748278719340398,0.8692621396175461,0.9740839723577991,0.03719756007194519,0.9204612901475696,0.7520801204955965,0.6521080763849324,0.8375706294995976,0.9630148875419837,0.059229303151369095
34,0.9488283182779923,0.8334325173057487,0.74743369145584,0.869911807638668,0.9741167999589903,0.037321463227272034,0.9214133029513889,0.7536266905058127,0.6589785774273066,0.8010330864661489,0.9740898985650879,0.05941319838166237
35,0.9505007019042971,0.8362478373184766,0.7511314503922085,0.8738280139635656,0.9743877019836354,0.036130141466856,0.9215523274739583,0.7433928060755512,0.6506104053878029,0.7605899213352949,0.978437230307286,0.059853166341781616
36,0.9500069478352863,0.8351987390706394,0.7498774071705266,0.8711934511808047,0.9744933503642697,0.03643841668963432,0.9206844075520826,0.7465729730729415,0.6502556842697121,0.8073569656257914,0.9651418977766149,0.05817478895187378
37,0.9499854329427091,0.8332470304542547,0.74809276954545,0.8704074762835713,0.974614242924044,0.036417532712221146,0.9220943196614587,0.751699110048186,0.6561681463205963,0.8115754499305559,0.9647184273825331,0.05783335864543915
38,0.9504050801595042,0.8369521666892559,0.7528039218863513,0.872805132460258,0.9747662151197481,0.03614918887615204,0.9219615342881944,0.7604997431602271,0.6609502658085603,0.8382422496037452,0.9654870472786127,0.05784568190574646
39,0.9503758138020821,0.8340873705769034,0.749346139972178,0.8719915287604258,0.9746465420707144,0.03613722324371338,0.923134223090278,0.7633927148738319,0.6650096345527158,0.832185423186177,0.9657582882660878,0.05738738924264908
40,0.9510581563313785,0.8389208682703422,0.7546800591608209,0.8745882281216009,0.9746506870135073,0.035603117197752,0.9231956651475692,0.7548446819172192,0.6605164232706506,0.7932466918964662,0.97094082954099,0.057025134563446045
